index,baseline_scores
813,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.24066390041493776, 'ROUGE-2': 0.03347280334728033, 'ROUGE-L': 0.19087136929460582, 'BLEU': 0.014416449581434718}"
814,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.2242152466367713, 'ROUGE-2': 0.07239819004524888, 'ROUGE-L': 0.17040358744394618, 'BLEU': 0.016552321767060972}"
815,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.23728813559322035, 'ROUGE-2': 0.034482758620689655, 'ROUGE-L': 0.13559322033898305, 'BLEU': 0.013060664671306212}"
816,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.20689655172413793, 'ROUGE-2': 0.044164037854889586, 'ROUGE-L': 0.13166144200626959, 'BLEU': 0.012036327195549517}"
817,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.2631578947368421, 'ROUGE-2': 0.06666666666666667, 'ROUGE-L': 0.21052631578947367, 'BLEU': 0.02105672037090889}"
818,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.334841628959276, 'ROUGE-2': 0.0821917808219178, 'ROUGE-L': 0.23529411764705882, 'BLEU': 0.015200314370479211}"
819,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.15384615384615383, 'ROUGE-2': 0.017391304347826087, 'ROUGE-L': 0.11965811965811965, 'BLEU': 0.010077781314858114}"
820,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.08780487804878048, 'ROUGE-2': 0.009852216748768473, 'ROUGE-L': 0.07804878048780488, 'BLEU': 0.005133010572999447}"
821,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.25531914893617025, 'ROUGE-2': 0.08633093525179855, 'ROUGE-L': 0.18439716312056736, 'BLEU': 0.025256353535991562}"
822,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2807017543859649, 'ROUGE-2': 0.03636363636363637, 'ROUGE-L': 0.21052631578947367, 'BLEU': 0.012797472021137965}"
823,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.28037383177570097, 'ROUGE-2': 0.04716981132075471, 'ROUGE-L': 0.16822429906542055, 'BLEU': 0.01375597346368547}"
824,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.23529411764705885, 'ROUGE-2': 0.12244897959183672, 'ROUGE-L': 0.19607843137254904, 'BLEU': 0.02313802740700531}"
825,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2571428571428571, 'ROUGE-2': 0.05797101449275363, 'ROUGE-L': 0.18571428571428572, 'BLEU': 0.002614386665398403}"
826,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.24074074074074078, 'ROUGE-2': 0.09433962264150944, 'ROUGE-L': 0.18518518518518517, 'BLEU': 0.031097191210896033}"
827,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.3333333333333333, 'ROUGE-2': 0.0, 'ROUGE-L': 0.23809523809523808, 'BLEU': 0.01781248336743764}"
828,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.39215686274509803, 'ROUGE-2': 0.16326530612244897, 'ROUGE-L': 0.2745098039215686, 'BLEU': 0.03124269334917651}"
829,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.24324324324324328, 'ROUGE-2': 0.08333333333333333, 'ROUGE-L': 0.1891891891891892, 'BLEU': 0.008372452230836871}"
830,"{'Descriptiveness': 3.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 1.0, 'Conciseness': 3.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.20304568527918782, 'ROUGE-2': 0.020512820512820513, 'ROUGE-L': 0.16243654822335024, 'BLEU': 0.010783817088551608}"
831,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.14973262032085563, 'ROUGE-2': 0.032432432432432434, 'ROUGE-L': 0.1390374331550802, 'BLEU': 0.011118101585986723}"
832,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.102803738317757, 'ROUGE-2': 0.018867924528301886, 'ROUGE-L': 0.08411214953271028, 'BLEU': 0.007315281503592248}"
833,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.16883116883116883, 'ROUGE-2': 0.06578947368421052, 'ROUGE-L': 0.12987012987012986, 'BLEU': 0.029316535175562094}"
834,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 1.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.15873015873015875, 'ROUGE-2': 0.0106951871657754, 'ROUGE-L': 0.14814814814814814, 'BLEU': 0.006467105111795254}"
835,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.22666666666666668, 'ROUGE-2': 0.05405405405405406, 'ROUGE-L': 0.18666666666666668, 'BLEU': 0.019260397229024343}"
836,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 1.0, 'Fluency': 3.0, 'Conciseness': 1.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.18032786885245902, 'ROUGE-2': 0.05, 'ROUGE-L': 0.1639344262295082, 'BLEU': 0.014997259456202294}"
837,"{'Descriptiveness': 4.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 3.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.13978494623655913, 'ROUGE-2': 0.021739130434782608, 'ROUGE-L': 0.13978494623655913, 'BLEU': 0.004315001758217313}"
838,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.0962566844919786, 'ROUGE-2': 0.0, 'ROUGE-L': 0.07486631016042782, 'BLEU': 0.0038989469244930662}"
839,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2105263157894737, 'ROUGE-2': 0.0, 'ROUGE-L': 0.14736842105263157, 'BLEU': 0.008398340157155251}"
840,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 2.0, 'Conciseness': 5.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.20388349514563103, 'ROUGE-2': 0.10784313725490197, 'ROUGE-L': 0.18446601941747573, 'BLEU': 0.014991779899207795}"
841,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.1346153846153846, 'ROUGE-2': 0.019607843137254905, 'ROUGE-L': 0.11538461538461538, 'BLEU': 0.01397730436137016}"
842,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.10695187165775402, 'ROUGE-2': 0.021621621621621623, 'ROUGE-L': 0.09625668449197862, 'BLEU': 0.008742456582527716}"
843,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.22535211267605632, 'ROUGE-2': 0.03791469194312796, 'ROUGE-L': 0.19718309859154928, 'BLEU': 0.009670577746952557}"
844,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.07633587786259542, 'ROUGE-2': 0.031007751937984492, 'ROUGE-L': 0.07633587786259542, 'BLEU': 0.008353076645357805}"
845,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.14054054054054055, 'ROUGE-2': 0.01092896174863388, 'ROUGE-L': 0.10810810810810811, 'BLEU': 0.004198728650152759}"
846,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1658986175115207, 'ROUGE-2': 0.018604651162790697, 'ROUGE-L': 0.12903225806451615, 'BLEU': 0.010000853183552136}"
847,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.14655172413793105, 'ROUGE-2': 0.008695652173913044, 'ROUGE-L': 0.08620689655172413, 'BLEU': 0.004979872035516816}"
848,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.10638297872340426, 'ROUGE-2': 0.03225806451612903, 'ROUGE-L': 0.09574468085106382, 'BLEU': 0.005912604117336831}"
849,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2127659574468085, 'ROUGE-2': 0.021739130434782608, 'ROUGE-L': 0.14893617021276595, 'BLEU': 0.00858449515133921}"
850,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 2.0, 'Conciseness': 3.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.20930232558139533, 'ROUGE-2': 0.04761904761904762, 'ROUGE-L': 0.16279069767441862, 'BLEU': 0.019572435584513537}"
851,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1552511415525114, 'ROUGE-2': 0.018433179723502304, 'ROUGE-L': 0.10045662100456619, 'BLEU': 0.006808665104631517}"
852,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.25806451612903225, 'ROUGE-2': 0.13186813186813187, 'ROUGE-L': 0.21505376344086022, 'BLEU': 0.06544158310063465}"
853,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.13333333333333333, 'ROUGE-2': 0.01694915254237288, 'ROUGE-L': 0.11666666666666667, 'BLEU': 0.01180269631974388}"
854,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 2.0, 'Conciseness': 1.0, 'Overall_Average': 1.8, 'ROUGE-1': 0.16744186046511628, 'ROUGE-2': 0.046948356807511735, 'ROUGE-L': 0.13953488372093023, 'BLEU': 0.02222128372694981}"
855,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.21348314606741575, 'ROUGE-2': 0.07954545454545453, 'ROUGE-L': 0.14606741573033707, 'BLEU': 0.01924074855584243}"
856,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.17171717171717174, 'ROUGE-2': 0.07142857142857144, 'ROUGE-L': 0.1313131313131313, 'BLEU': 0.03594230468290138}"
857,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.27906976744186046, 'ROUGE-2': 0.07142857142857144, 'ROUGE-L': 0.23255813953488372, 'BLEU': 0.019904043288488982}"
858,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2173913043478261, 'ROUGE-2': 0.045454545454545456, 'ROUGE-L': 0.13043478260869565, 'BLEU': 0.010514473590317307}"
859,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2181818181818182, 'ROUGE-2': 0.0, 'ROUGE-L': 0.2181818181818182, 'BLEU': 0.00916389691871351}"
860,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.40816326530612246, 'ROUGE-2': 0.1702127659574468, 'ROUGE-L': 0.36734693877551017, 'BLEU': 0.10884267615693707}"
861,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.2072538860103627, 'ROUGE-2': 0.0418848167539267, 'ROUGE-L': 0.13471502590673576, 'BLEU': 0.015963490949855483}"
862,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.18571428571428575, 'ROUGE-2': 0.028985507246376815, 'ROUGE-L': 0.14285714285714288, 'BLEU': 0.011207826505786068}"
863,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.11111111111111112, 'ROUGE-2': 0.011235955056179775, 'ROUGE-L': 0.07777777777777778, 'BLEU': 0.0062850222768195746}"
864,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.29447852760736193, 'ROUGE-2': 0.09937888198757763, 'ROUGE-L': 0.19631901840490798, 'BLEU': 0.02572719879076601}"
865,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.1650485436893204, 'ROUGE-2': 0.058823529411764705, 'ROUGE-L': 0.14563106796116507, 'BLEU': 0.00973152899478587}"
866,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.2051282051282051, 'ROUGE-2': 0.05194805194805195, 'ROUGE-L': 0.15384615384615383, 'BLEU': 0.010963525048163173}"
867,"{'Descriptiveness': 1.0, 'Coherence': 5.0, 'Completeness': 2.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.18543046357615892, 'ROUGE-2': 0.013422818791946308, 'ROUGE-L': 0.17218543046357618, 'BLEU': 0.008743874411125353}"
868,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.24390243902439024, 'ROUGE-2': 0.05128205128205128, 'ROUGE-L': 0.1951219512195122, 'BLEU': 0.03230007946542409}"
869,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.07526881720430108, 'ROUGE-2': 0.0, 'ROUGE-L': 0.06451612903225806, 'BLEU': 0.00307453350800485}"
870,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.232258064516129, 'ROUGE-2': 0.0261437908496732, 'ROUGE-L': 0.12903225806451613, 'BLEU': 0.005413969433923095}"
871,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.1590909090909091, 'ROUGE-2': 0.023255813953488372, 'ROUGE-L': 0.13636363636363635, 'BLEU': 0.009224563153760131}"
872,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.3870967741935484, 'ROUGE-2': 0.06896551724137931, 'ROUGE-L': 0.3225806451612903, 'BLEU': 0.01868889620973803}"
873,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.44067796610169496, 'ROUGE-2': 0.10526315789473685, 'ROUGE-L': 0.2711864406779661, 'BLEU': 0.024158363882935015}"
874,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.22950819672131145, 'ROUGE-2': 0.04132231404958678, 'ROUGE-L': 0.180327868852459, 'BLEU': 0.01495417251898171}"
875,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2876712328767123, 'ROUGE-2': 0.05555555555555555, 'ROUGE-L': 0.23287671232876714, 'BLEU': 0.015037527345371407}"
876,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.19607843137254904, 'ROUGE-2': 0.0, 'ROUGE-L': 0.07843137254901962, 'BLEU': 0.009240790107952706}"
877,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.10999999999999999, 'ROUGE-2': 0.0202020202020202, 'ROUGE-L': 0.1, 'BLEU': 0.00594027794632675}"
878,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.2803030303030303, 'ROUGE-2': 0.05343511450381679, 'ROUGE-L': 0.1818181818181818, 'BLEU': 0.02364986700564924}"
879,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 2.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.2200956937799043, 'ROUGE-2': 0.057971014492753624, 'ROUGE-L': 0.1626794258373206, 'BLEU': 0.024480643202041186}"
880,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.2906976744186046, 'ROUGE-2': 0.058823529411764705, 'ROUGE-L': 0.19767441860465118, 'BLEU': 0.015631598153991587}"
881,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 2.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.0975609756097561, 'ROUGE-2': 0.0, 'ROUGE-L': 0.08536585365853658, 'BLEU': 0.0038200432908540335}"
882,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 2.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.28248587570621464, 'ROUGE-2': 0.14857142857142858, 'ROUGE-L': 0.21468926553672316, 'BLEU': 0.03534649047924886}"
883,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 1.0, 'Fluency': 2.0, 'Conciseness': 5.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.3177570093457944, 'ROUGE-2': 0.11428571428571431, 'ROUGE-L': 0.18691588785046728, 'BLEU': 0.03375395219293846}"
884,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.1791044776119403, 'ROUGE-2': 0.06153846153846154, 'ROUGE-L': 0.11940298507462686, 'BLEU': 0.018206768837836642}"
885,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.19354838709677416, 'ROUGE-2': 0.0, 'ROUGE-L': 0.19354838709677416, 'BLEU': 0.007148238139147614}"
886,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.22222222222222224, 'ROUGE-2': 0.024999999999999998, 'ROUGE-L': 0.11111111111111112, 'BLEU': 0.016052713883898433}"
887,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 1.0, 'Overall_Average': 1.6, 'ROUGE-1': 0.2073170731707317, 'ROUGE-2': 0.04938271604938272, 'ROUGE-L': 0.1951219512195122, 'BLEU': 0.019830167377264386}"
888,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.14414414414414412, 'ROUGE-2': 0.03669724770642202, 'ROUGE-L': 0.14414414414414412, 'BLEU': 0.008906216052480613}"
889,"{'Descriptiveness': 1.0, 'Coherence': 5.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.13793103448275865, 'ROUGE-2': 0.023529411764705882, 'ROUGE-L': 0.1149425287356322, 'BLEU': 0.009794283235807803}"
890,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.32142857142857145, 'ROUGE-2': 0.1272727272727273, 'ROUGE-L': 0.17857142857142858, 'BLEU': 0.01577063419206576}"
891,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 2.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.24858757062146888, 'ROUGE-2': 0.011428571428571429, 'ROUGE-L': 0.1581920903954802, 'BLEU': 0.008623490403003278}"
892,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.22140221402214022, 'ROUGE-2': 0.022304832713754642, 'ROUGE-L': 0.14760147601476015, 'BLEU': 0.01014638478231686}"
893,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.14814814814814817, 'ROUGE-2': 0.0, 'ROUGE-L': 0.14814814814814817, 'BLEU': 0.00892115976677374}"
894,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 2.0, 'Conciseness': 3.0, 'Overall_Average': 1.6, 'ROUGE-1': 0.13793103448275862, 'ROUGE-2': 0.03488372093023256, 'ROUGE-L': 0.11494252873563221, 'BLEU': 0.010454858570679543}"
895,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1680672268907563, 'ROUGE-2': 0.017094017094017096, 'ROUGE-L': 0.15126050420168066, 'BLEU': 0.011107286737471439}"
896,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.20512820512820515, 'ROUGE-2': 0.052631578947368425, 'ROUGE-L': 0.1794871794871795, 'BLEU': 0.01592626140465294}"
897,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.2204724409448819, 'ROUGE-2': 0.048, 'ROUGE-L': 0.15748031496062992, 'BLEU': 0.03072710876367242}"
898,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2577319587628866, 'ROUGE-2': 0.052083333333333336, 'ROUGE-L': 0.18556701030927839, 'BLEU': 0.01597537658614786}"
899,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 1.0, 'Conciseness': 2.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.13414634146341464, 'ROUGE-2': 0.04938271604938271, 'ROUGE-L': 0.12195121951219512, 'BLEU': 0.017634588538931868}"
